Club,club_logo_url
Belenenses SAD,https://cdn.sofifa.net/teams/1889/60.png
Al Fayha,https://cdn.sofifa.net/teams/113057/60.png
Montevideo City Torque,https://cdn.sofifa.net/teams/113143/60.png
AJ Auxerre,https://cdn.sofifa.net/teams/57/60.png
Queens Park Rangers,https://cdn.sofifa.net/teams/15/60.png
FC Tokyo,https://cdn.sofifa.net/teams/101150/60.png
Real Oviedo,https://cdn.sofifa.net/teams/110827/60.png
Kawasaki Frontale,https://cdn.sofifa.net/teams/111730/60.png
Bristol City,https://cdn.sofifa.net/teams/1919/60.png
AC Monza,https://cdn.sofifa.net/teams/111811/60.png
FC Dallas,https://cdn.sofifa.net/teams/695/60.png
Aalborg BK,https://cdn.sofifa.net/teams/820/60.png
K Beerschot VA,https://cdn.sofifa.net/teams/675/60.png
CS Emelec,https://cdn.sofifa.net/teams/110984/60.png
Al Tai,https://cdn.sofifa.net/teams/112572/60.png
SK Rapid Wien,https://cdn.sofifa.net/teams/254/60.png
Wuhan FC,https://cdn.sofifa.net/teams/112541/60.png
Yokohama F. Marinos,https://cdn.sofifa.net/teams/101151/60.png
Clermont Foot 63,https://cdn.sofifa.net/teams/1815/60.png
?ttifak Holding Konyaspor,https://cdn.sofifa.net/teams/101033/60.png
Suwon Samsung Bluewings,https://cdn.sofifa.net/teams/983/60.png
Amiens SC,https://cdn.sofifa.net/teams/1816/60.png
Atlético Nacional,https://cdn.sofifa.net/teams/101100/60.png
Al Fateh,https://cdn.sofifa.net/teams/112390/60.png
Unión de Santa Fe,https://cdn.sofifa.net/teams/111716/60.png
Preston North End,https://cdn.sofifa.net/teams/1801/60.png
Barnsley,https://cdn.sofifa.net/teams/1932/60.png
Legia Warszawa,https://cdn.sofifa.net/teams/1871/60.png
Kashima Antlers,https://cdn.sofifa.net/teams/101147/60.png
Jeonbuk Hyundai Motors,https://cdn.sofifa.net/teams/1477/60.png
Futebol Clube de Famalic?o,https://cdn.sofifa.net/teams/112809/60.png
FCSB (Steaua),https://cdn.sofifa.net/teams/100761/60.png
Willem II,https://cdn.sofifa.net/teams/1907/60.png
SK Sturm Graz,https://cdn.sofifa.net/teams/209/60.png
Puebla FC,https://cdn.sofifa.net/teams/110152/60.png
CD Tondela,https://cdn.sofifa.net/teams/112516/60.png
Associa??o Chapecoense de Futebol,https://cdn.sofifa.net/teams/112476/60.png
Hokkaido Consadole Sapporo,https://cdn.sofifa.net/teams/112444/60.png
Coventry City,https://cdn.sofifa.net/teams/1800/60.png
SD Ponferradina,https://cdn.sofifa.net/teams/2023/60.png
Godoy Cruz,https://cdn.sofifa.net/teams/111706/60.png
FC Lugano,https://cdn.sofifa.net/teams/10032/60.png
CD Tenerife,https://cdn.sofifa.net/teams/260/60.png
Royale Union Saint-Gilloise,https://cdn.sofifa.net/teams/2014/60.png
Stoke City,https://cdn.sofifa.net/teams/1806/60.png
Atlético Tucumán,https://cdn.sofifa.net/teams/111708/60.png
América de Cali,https://cdn.sofifa.net/teams/101099/60.png
Fortuna Düsseldorf,https://cdn.sofifa.net/teams/110636/60.png
FC Vizela,https://cdn.sofifa.net/teams/111539/60.png
SV Sandhausen,https://cdn.sofifa.net/teams/110178/60.png
Grenoble Foot 38,https://cdn.sofifa.net/teams/1805/60.png
CFR Cluj,https://cdn.sofifa.net/teams/110816/60.png
Deportivo La Guaira FC,https://cdn.sofifa.net/teams/112853/60.png
FC St. Pauli,https://cdn.sofifa.net/teams/110329/60.png
SV Darmstadt 98,https://cdn.sofifa.net/teams/110502/60.png
Club Universitario de Deportes,https://cdn.sofifa.net/teams/111014/60.png
ATK Mohun Bagan FC,https://cdn.sofifa.net/teams/113146/60.png
IF Elfsborg,https://cdn.sofifa.net/teams/700/60.png
KV Kortrijk,https://cdn.sofifa.net/teams/100081/60.png
Stade Malherbe Caen,https://cdn.sofifa.net/teams/210/60.png
PEC Zwolle,https://cdn.sofifa.net/teams/1914/60.png
1. FC Nürnberg,https://cdn.sofifa.net/teams/171/60.png
Toulouse Football Club,https://cdn.sofifa.net/teams/1809/60.png
Heracles Almelo,https://cdn.sofifa.net/teams/100634/60.png
Karlsruher SC,https://cdn.sofifa.net/teams/1832/60.png
Nagoya Grampus,https://cdn.sofifa.net/teams/112092/60.png
Kashiwa Reysol,https://cdn.sofifa.net/teams/101145/60.png
Newcastle Jets,https://cdn.sofifa.net/teams/111398/60.png
FC Cartagena,https://cdn.sofifa.net/teams/100851/60.png
Piast Gliwice,https://cdn.sofifa.net/teams/111086/60.png
KV Mechelen,https://cdn.sofifa.net/teams/110724/60.png
Universitatea Craiova,https://cdn.sofifa.net/teams/308/60.png
Seongnam FC,https://cdn.sofifa.net/teams/981/60.png
Arsenal de Sarandí,https://cdn.sofifa.net/teams/110394/60.png
FC Arouca,https://cdn.sofifa.net/teams/112513/60.png
IFK Norrk?ping,https://cdn.sofifa.net/teams/702/60.png
Patronato,https://cdn.sofifa.net/teams/110581/60.png
Club Atlético Aldosivi,https://cdn.sofifa.net/teams/111707/60.png
Al Hazem,https://cdn.sofifa.net/teams/113222/60.png
Unión La Calera,https://cdn.sofifa.net/teams/112535/60.png
APOEL Nicosia FC,https://cdn.sofifa.net/teams/100135/60.png
KSV Cercle Brugge,https://cdn.sofifa.net/teams/1750/60.png
Pohang Steelers,https://cdn.sofifa.net/teams/1474/60.png
SC Paderborn 07,https://cdn.sofifa.net/teams/10030/60.png
Club Bolívar,https://cdn.sofifa.net/teams/110968/60.png
Incheon United FC,https://cdn.sofifa.net/teams/110765/60.png
Derby County,https://cdn.sofifa.net/teams/91/60.png
Melbourne Victory,https://cdn.sofifa.net/teams/111397/60.png
FK Austria Wien,https://cdn.sofifa.net/teams/256/60.png
FC St. Gallen 1879,https://cdn.sofifa.net/teams/898/60.png
Crotone,https://cdn.sofifa.net/teams/110734/60.png
Club Deportes Tolima,https://cdn.sofifa.net/teams/111722/60.png
Gamba Osaka,https://cdn.sofifa.net/teams/112093/60.png
Sint-Truidense VV,https://cdn.sofifa.net/teams/680/60.png
FBC Melgar,https://cdn.sofifa.net/teams/111334/60.png
KV Oostende,https://cdn.sofifa.net/teams/682/60.png
FC Nordsj?lland,https://cdn.sofifa.net/teams/1788/60.png
Fortuna Sittard,https://cdn.sofifa.net/teams/634/60.png
Abha Club,https://cdn.sofifa.net/teams/113058/60.png
CD Antofagasta,https://cdn.sofifa.net/teams/112533/60.png
AD Alcorcón,https://cdn.sofifa.net/teams/100831/60.png
Club Atlético Central Córdoba,https://cdn.sofifa.net/teams/112965/60.png
Estoril Praia,https://cdn.sofifa.net/teams/10020/60.png
Aberdeen,https://cdn.sofifa.net/teams/77/60.png
Mumbai City FC,https://cdn.sofifa.net/teams/113300/60.png
FC Zürich,https://cdn.sofifa.net/teams/894/60.png
Platense,https://cdn.sofifa.net/teams/112689/60.png
Pogoń Szczecin,https://cdn.sofifa.net/teams/110746/60.png
Huddersfield Town,https://cdn.sofifa.net/teams/1939/60.png
Jagiellonia Bia?ystok,https://cdn.sofifa.net/teams/110745/60.png
SD Amorebieta,https://cdn.sofifa.net/teams/113356/60.png
Club Atlético Rentistas,https://cdn.sofifa.net/teams/115535/60.png
Wigan Athletic,https://cdn.sofifa.net/teams/1917/60.png
En Avant de Guingamp,https://cdn.sofifa.net/teams/62/60.png
La Equidad,https://cdn.sofifa.net/teams/112523/60.png
Peterborough United,https://cdn.sofifa.net/teams/1938/60.png
Odense Boldklub,https://cdn.sofifa.net/teams/272/60.png
Hibernian,https://cdn.sofifa.net/teams/81/60.png
Shimizu S-Pulse,https://cdn.sofifa.net/teams/101149/60.png
Djurg?rdens IF,https://cdn.sofifa.net/teams/710/60.png
Hull City,https://cdn.sofifa.net/teams/1952/60.png
12 de Octubre FC,https://cdn.sofifa.net/teams/111007/60.png
Randers FC,https://cdn.sofifa.net/teams/1786/60.png
Ipswich Town,https://cdn.sofifa.net/teams/94/60.png
Altay SK,https://cdn.sofifa.net/teams/101006/60.png
Raków Cz?stochowa,https://cdn.sofifa.net/teams/114326/60.png
Club Sporting Cristal,https://cdn.sofifa.net/teams/111013/60.png
FC Sion,https://cdn.sofifa.net/teams/110770/60.png
CD Lugo,https://cdn.sofifa.net/teams/110831/60.png
Sanfrecce Hiroshima,https://cdn.sofifa.net/teams/113157/60.png
Yokohama FC,https://cdn.sofifa.net/teams/113197/60.png
FC Sochaux-Montbéliard,https://cdn.sofifa.net/teams/226/60.png
FC Lausanne-Sport,https://cdn.sofifa.net/teams/1862/60.png
Sparta Rotterdam,https://cdn.sofifa.net/teams/100646/60.png
Paris FC,https://cdn.sofifa.net/teams/111817/60.png
Sunderland,https://cdn.sofifa.net/teams/106/60.png
Wellington Phoenix,https://cdn.sofifa.net/teams/111766/60.png
Club River Plate Asunción,https://cdn.sofifa.net/teams/114575/60.png
Western Sydney Wanderers,https://cdn.sofifa.net/teams/112427/60.png
Türkgücü München,https://cdn.sofifa.net/teams/114398/60.png
GZT Giresunspor,https://cdn.sofifa.net/teams/112120/60.png
Guaire?a FC,https://cdn.sofifa.net/teams/114688/60.png
Burgos CF,https://cdn.sofifa.net/teams/10846/60.png
Troms? IL,https://cdn.sofifa.net/teams/418/60.png
Avispa Fukuoka,https://cdn.sofifa.net/teams/113186/60.png
AC Ajaccio,https://cdn.sofifa.net/teams/614/60.png
Degerfors IF,https://cdn.sofifa.net/teams/113892/60.png
AS Nancy Lorraine,https://cdn.sofifa.net/teams/1823/60.png
Grasshopper Club Zürich,https://cdn.sofifa.net/teams/322/60.png
VfL Osnabrück,https://cdn.sofifa.net/teams/487/60.png
Odisha FC,https://cdn.sofifa.net/teams/113257/60.png
Viking FK,https://cdn.sofifa.net/teams/300/60.png
Hammarby IF,https://cdn.sofifa.net/teams/708/60.png
Dundee FC,https://cdn.sofifa.net/teams/180/60.png
Kristiansund BK,https://cdn.sofifa.net/teams/113459/60.png
Dundee United,https://cdn.sofifa.net/teams/181/60.png
Luton Town,https://cdn.sofifa.net/teams/1923/60.png
FC Groningen,https://cdn.sofifa.net/teams/1915/60.png
Jeju United FC,https://cdn.sofifa.net/teams/1478/60.png
Vejle Boldklub,https://cdn.sofifa.net/teams/822/60.png
Club The Strongest,https://cdn.sofifa.net/teams/110969/60.png
F.C. Hansa Rostock,https://cdn.sofifa.net/teams/27/60.png
Portsmouth,https://cdn.sofifa.net/teams/1790/60.png
FC Boto?ani,https://cdn.sofifa.net/teams/110752/60.png
Odds BK,https://cdn.sofifa.net/teams/1456/60.png
Club Independiente Santa Fe,https://cdn.sofifa.net/teams/101104/60.png
Club Nacional,https://cdn.sofifa.net/teams/112671/60.png
V?lerenga Fotball,https://cdn.sofifa.net/teams/920/60.png
Sociedad Deportiva Aucas,https://cdn.sofifa.net/teams/110987/60.png
SSV Jahn Regensburg,https://cdn.sofifa.net/teams/543/60.png
Metropolitanos de Caracas FC,https://cdn.sofifa.net/teams/112914/60.png
CD Mirandés,https://cdn.sofifa.net/teams/110069/60.png
Heart of Midlothian,https://cdn.sofifa.net/teams/80/60.png
Real Sociedad B,https://cdn.sofifa.net/teams/110711/60.png
FC Dinamo 1948 Bucure?ti,https://cdn.sofifa.net/teams/100757/60.png
Rodez Aveyron Football,https://cdn.sofifa.net/teams/111659/60.png
Le Havre AC,https://cdn.sofifa.net/teams/1738/60.png
Wycombe Wanderers,https://cdn.sofifa.net/teams/1933/60.png
Charlton Athletic,https://cdn.sofifa.net/teams/89/60.png
Lechia Gdańsk,https://cdn.sofifa.net/teams/111091/60.png
RKC Waalwijk,https://cdn.sofifa.net/teams/1905/60.png
Viktoria K?ln,https://cdn.sofifa.net/teams/110645/60.png
SG Dynamo Dresden,https://cdn.sofifa.net/teams/503/60.png
FC Ingolstadt 04,https://cdn.sofifa.net/teams/111239/60.png
St. Johnstone FC,https://cdn.sofifa.net/teams/100804/60.png
Chennaiyin FC,https://cdn.sofifa.net/teams/113297/60.png
Universidad Técnica de Cajamarca,https://cdn.sofifa.net/teams/114617/60.png
?rebro SK,https://cdn.sofifa.net/teams/705/60.png
SV Waldhof Mannheim 07,https://cdn.sofifa.net/teams/110532/60.png
FK Haugesund,https://cdn.sofifa.net/teams/1463/60.png
IK Sirius,https://cdn.sofifa.net/teams/113458/60.png
S?nderjyskE,https://cdn.sofifa.net/teams/1447/60.png
MSV Duisburg,https://cdn.sofifa.net/teams/1825/60.png
TSV 1860 München,https://cdn.sofifa.net/teams/33/60.png
Rotherham United,https://cdn.sofifa.net/teams/1797/60.png
Eintracht Braunschweig,https://cdn.sofifa.net/teams/110500/60.png
Blackpool,https://cdn.sofifa.net/teams/1926/60.png
Chamois Niortais Football Club,https://cdn.sofifa.net/teams/1813/60.png
Gangwon FC,https://cdn.sofifa.net/teams/112115/60.png
FC U Craiova 1948,https://cdn.sofifa.net/teams/115716/60.png
Deportivo Pasto,https://cdn.sofifa.net/teams/111723/60.png
Kerala Blasters FC,https://cdn.sofifa.net/teams/113299/60.png
Club Always Ready,https://cdn.sofifa.net/teams/114577/60.png
SK Brann,https://cdn.sofifa.net/teams/919/60.png
Suwon FC,https://cdn.sofifa.net/teams/112558/60.png
Motherwell,https://cdn.sofifa.net/teams/83/60.png
CD Huachipato,https://cdn.sofifa.net/teams/111327/60.png
?stersunds FK,https://cdn.sofifa.net/teams/113173/60.png
Vegalta Sendai,https://cdn.sofifa.net/teams/112836/60.png
1. FC Magdeburg,https://cdn.sofifa.net/teams/110588/60.png
Rapid Bucure?ti,https://cdn.sofifa.net/teams/310/60.png
Club Atlético Sarmiento,https://cdn.sofifa.net/teams/112713/60.png
FC Farul Constan?a,https://cdn.sofifa.net/teams/110075/60.png
Hyderabad FC,https://cdn.sofifa.net/teams/113301/60.png
Warta Poznań,https://cdn.sofifa.net/teams/112511/60.png
BK H?cken,https://cdn.sofifa.net/teams/711/60.png
Shonan Bellmare,https://cdn.sofifa.net/teams/113161/60.png
Lincoln City,https://cdn.sofifa.net/teams/149/60.png
Fleetwood Town,https://cdn.sofifa.net/teams/112260/60.png
Pau FC,https://cdn.sofifa.net/teams/110321/60.png
Oxford United,https://cdn.sofifa.net/teams/1951/60.png
Central Coast Mariners,https://cdn.sofifa.net/teams/111396/60.png
Club Atlético Palmaflor,https://cdn.sofifa.net/teams/115358/60.png
FC Goa,https://cdn.sofifa.net/teams/113298/60.png
Bengaluru FC,https://cdn.sofifa.net/teams/113302/60.png
Tokushima Vortis,https://cdn.sofifa.net/teams/112783/60.png
Zag??bie Lubin,https://cdn.sofifa.net/teams/110749/60.png
Club Atlético Nacional Potosí,https://cdn.sofifa.net/teams/112667/60.png
WSG Tirol,https://cdn.sofifa.net/teams/15040/60.png
Bolton Wanderers,https://cdn.sofifa.net/teams/4/60.png
TSV Egger Glas Hartberg,https://cdn.sofifa.net/teams/2017/60.png
Str?msgodset IF,https://cdn.sofifa.net/teams/922/60.png
St. Mirren,https://cdn.sofifa.net/teams/100805/60.png
FC Flyeralarm Admira,https://cdn.sofifa.net/teams/111821/60.png
Hallescher FC,https://cdn.sofifa.net/teams/110482/60.png
Lillestr?m SK,https://cdn.sofifa.net/teams/299/60.png
Dundalk FC,https://cdn.sofifa.net/teams/837/60.png
Brisbane Roar,https://cdn.sofifa.net/teams/111395/60.png
?l?sk Wroc?aw,https://cdn.sofifa.net/teams/111092/60.png
Club de Deportes Cobresal,https://cdn.sofifa.net/teams/110978/60.png
USL Dunkerque,https://cdn.sofifa.net/teams/111276/60.png
SV Ried,https://cdn.sofifa.net/teams/780/60.png
Seraing,https://cdn.sofifa.net/teams/112695/60.png
1. FC Kaiserslautern,https://cdn.sofifa.net/teams/29/60.png
Mj?ndalen IF,https://cdn.sofifa.net/teams/112420/60.png
Gillingham,https://cdn.sofifa.net/teams/1802/60.png
Sport Huancayo,https://cdn.sofifa.net/teams/114511/60.png
Mj?llby AIF,https://cdn.sofifa.net/teams/112072/60.png
Shrewsbury Town,https://cdn.sofifa.net/teams/127/60.png
Sagan Tosu,https://cdn.sofifa.net/teams/113160/60.png
Sepsi OSK Sf. Gheorghe,https://cdn.sofifa.net/teams/113378/60.png
SC Cambuur,https://cdn.sofifa.net/teams/647/60.png
Gaz Metan Media?,https://cdn.sofifa.net/teams/112637/60.png
Guayaquil City FC,https://cdn.sofifa.net/teams/113723/60.png
Club Deportivo Guabirá,https://cdn.sofifa.net/teams/114600/60.png
Carlos A. Mannucci,https://cdn.sofifa.net/teams/114619/60.png
Halmstads BK,https://cdn.sofifa.net/teams/321/60.png
FC Voluntari,https://cdn.sofifa.net/teams/113182/60.png
HJK Helsinki,https://cdn.sofifa.net/teams/100325/60.png
SC Bastia,https://cdn.sofifa.net/teams/58/60.png
Doncaster Rovers,https://cdn.sofifa.net/teams/142/60.png
FC Würzburger Kickers,https://cdn.sofifa.net/teams/110197/60.png
Sarpsborg 08 FF,https://cdn.sofifa.net/teams/112199/60.png
Campionii FC Arges,https://cdn.sofifa.net/teams/100759/60.png
Stab?k Fotball,https://cdn.sofifa.net/teams/917/60.png
Plymouth Argyle,https://cdn.sofifa.net/teams/1929/60.png
SV Meppen,https://cdn.sofifa.net/teams/110597/60.png
Swindon Town,https://cdn.sofifa.net/teams/1934/60.png
1. FC Saarbrücken,https://cdn.sofifa.net/teams/523/60.png
US Quevilly Rouen Métropole,https://cdn.sofifa.net/teams/112552/60.png
Livingston FC,https://cdn.sofifa.net/teams/621/60.png
FSV Zwickau,https://cdn.sofifa.net/teams/110592/60.png
Wis?a P?ock,https://cdn.sofifa.net/teams/1569/60.png
Radomiak Radom,https://cdn.sofifa.net/teams/111088/60.png
Kalmar FF,https://cdn.sofifa.net/teams/1439/60.png
Wrexham AFC,https://cdn.sofifa.net/teams/1947/60.png
Jamshedpur FC,https://cdn.sofifa.net/teams/114168/60.png
Viborg FF,https://cdn.sofifa.net/teams/1443/60.png
Cracovia,https://cdn.sofifa.net/teams/110747/60.png
Oldham Athletic,https://cdn.sofifa.net/teams/1920/60.png
SV Wehen Wiesbaden,https://cdn.sofifa.net/teams/492/60.png
Club Social y Deportivo Macará,https://cdn.sofifa.net/teams/114578/60.png
Oita Trinita,https://cdn.sofifa.net/teams/113183/60.png
SC Rheindorf Altach,https://cdn.sofifa.net/teams/15009/60.png
SK Austria Klagenfurt,https://cdn.sofifa.net/teams/1787/60.png
SC East Bengal FC,https://cdn.sofifa.net/teams/111629/60.png
AFC UTA Arad,https://cdn.sofifa.net/teams/110750/60.png
Deportivo Táchira FC,https://cdn.sofifa.net/teams/110990/60.png
Sportclub Verl,https://cdn.sofifa.net/teams/110501/60.png
Cambridge United,https://cdn.sofifa.net/teams/1944/60.png
Burton Albion,https://cdn.sofifa.net/teams/15015/60.png
Bruk-Bet Termalica Nieciecza,https://cdn.sofifa.net/teams/112510/60.png
Shamrock Rovers,https://cdn.sofifa.net/teams/306/60.png
PGE FKS Stal Mielec,https://cdn.sofifa.net/teams/114004/60.png
Accrington Stanley,https://cdn.sofifa.net/teams/110313/60.png
Cheltenham Town,https://cdn.sofifa.net/teams/1936/60.png
Silkeborg IF,https://cdn.sofifa.net/teams/270/60.png
FC Academica Clinceni,https://cdn.sofifa.net/teams/113391/60.png
NorthEast United FC,https://cdn.sofifa.net/teams/113040/60.png
AFC Wimbledon,https://cdn.sofifa.net/teams/112259/60.png
St. Patrick's Athletic,https://cdn.sofifa.net/teams/423/60.png
Northampton Town,https://cdn.sofifa.net/teams/1930/60.png
Salford City,https://cdn.sofifa.net/teams/113926/60.png
FC Viktoria 1889 Berlin,https://cdn.sofifa.net/teams/115820/60.png
Exeter City,https://cdn.sofifa.net/teams/143/60.png
Sandefjord Fotball,https://cdn.sofifa.net/teams/1757/60.png
Morecambe,https://cdn.sofifa.net/teams/357/60.png
Bohemian FC,https://cdn.sofifa.net/teams/305/60.png
Carlisle United,https://cdn.sofifa.net/teams/1480/60.png
AFC Chindia T?rgovi?te,https://cdn.sofifa.net/teams/113387/60.png
Crewe Alexandra,https://cdn.sofifa.net/teams/121/60.png
Milton Keynes Dons,https://cdn.sofifa.net/teams/1798/60.png
Borussia Dortmund II,https://cdn.sofifa.net/teams/110676/60.png
AC Mineros de Guayana,https://cdn.sofifa.net/teams/110992/60.png
Aragua Fútbol Club,https://cdn.sofifa.net/teams/112916/60.png
Bristol Rovers,https://cdn.sofifa.net/teams/1962/60.png
Cerro Largo Fútbol Club,https://cdn.sofifa.net/teams/115536/60.png
Colchester United,https://cdn.sofifa.net/teams/1935/60.png
Port Vale,https://cdn.sofifa.net/teams/1928/60.png
Tranmere Rovers,https://cdn.sofifa.net/teams/15048/60.png
Bradford City,https://cdn.sofifa.net/teams/1804/60.png
Leyton Orient,https://cdn.sofifa.net/teams/1958/60.png
Rochdale,https://cdn.sofifa.net/teams/1955/60.png
Newport County,https://cdn.sofifa.net/teams/112254/60.png
SC Freiburg II,https://cdn.sofifa.net/teams/110691/60.png
Academia Puerto Cabello,https://cdn.sofifa.net/teams/114611/60.png
Sligo Rovers,https://cdn.sofifa.net/teams/563/60.png
Ross County FC,https://cdn.sofifa.net/teams/631/60.png
Górnik ??czna,https://cdn.sofifa.net/teams/110565/60.png
Forest Green Rovers,https://cdn.sofifa.net/teams/561/60.png
Walsall,https://cdn.sofifa.net/teams/1803/60.png
CS Mioveni,https://cdn.sofifa.net/teams/113380/60.png
Crawley Town,https://cdn.sofifa.net/teams/110890/60.png
Mansfield Town,https://cdn.sofifa.net/teams/1940/60.png
Stevenage,https://cdn.sofifa.net/teams/361/60.png
Harrogate Town,https://cdn.sofifa.net/teams/112222/60.png
Varbergs BoIS FC,https://cdn.sofifa.net/teams/113743/60.png
Barrow,https://cdn.sofifa.net/teams/381/60.png
Hartlepool United,https://cdn.sofifa.net/teams/1941/60.png
TSV Havelse,https://cdn.sofifa.net/teams/110678/60.png
Scunthorpe United,https://cdn.sofifa.net/teams/1949/60.png
Sutton United,https://cdn.sofifa.net/teams/110799/60.png
Finn Harps,https://cdn.sofifa.net/teams/111131/60.png
Waterford FC,https://cdn.sofifa.net/teams/753/60.png
Derry City,https://cdn.sofifa.net/teams/445/60.png
Drogheda United,https://cdn.sofifa.net/teams/1572/60.png
Longford Town,https://cdn.sofifa.net/teams/1586/60.png
